"""Item Code"",""ItemStatus"",""Description"",""Size"",""Age"",""Proof"",""Bottles Per Case"",""Unit Price"",""Effective Date"""
"""1708B"",,""PIKE CREEK CANADIAN WHISKEY"",""750 ML"",,80,6,29.95,08/01/2020"
"""1713B"",,""BACARDI PINEAPPLE FUSION"",""750 ML"",,70,12,12.95,08/01/2020"
"""1714B"",,""SVEDKA STRAWBERRY COLADA VODKA"",""750 ML"",,70,12,12.95,08/01/2020"
"""1715B"",,""SVEDKA ORANGE CREAM POP VODKA"",""750 ML"",,70,12,14.95,08/01/2020"
"""1720B"",,""JAMES OLIVER RYE WHISKEY (OREGON)"",""750 ML"",,100,12,29.95,08/01/2020"
"""1720F"",""@"",""JAMES OLIVER RYE WHISKEY (OREGON)"",""50 ML"",,100,144,3.25,08/01/2020"
"""1732B"",,""GHOST OWL SMALL BATCH WHISKY"",""750 ML"",,90,12,29.95,08/01/2020"
"""1740B"",,""KIRK & SWEENEY 12YR RUM"",""750 ML"",,80,6,34.95,08/01/2020"
"""1745B"",,""DIPLOMATICO RESERVA EXCLUSIVA RUM"",""750 ML"",,80,6,42.95,08/01/2020"
"""1761B"",,""JACK DANIEL'S MASTER DISTILLER #5"",""750 ML"",,86,12,22.95,08/01/2020"
"""1762B"",,""BURNETT'S STRAWBERRY BANANA FLAVORED VOD"",""750 ML"",,70,12,7.95,08/01/2020"
"""1764B"",,""BALVENIE 12YR SINGLE BARREL SINGLE MALT"",""750 ML"",""12 YRS"",86,6,83.95,08/01/2020"
"""1776B"",,""TWENTY GRAND VODKA INFUSED WITH COGNAC"",""750 ML"",,80,6,24.95,08/01/2020"
"""1785B"",,""ANGEL'S ENVY RYE WHISKEY"",""750 ML"",,100,6,89.95,08/01/2020"
"""1791B"",""@"",""PELIGROSO REPOSADO"",""750 ML"",,80,12,19.95,08/01/2020"
"""1792B"",,""PELIGROSO SILVER"",""750 ML"",,84,12,19.95,08/01/2020"
"""1798B"",,""4 SPIRITS NORTHWEST PREMIUM VODKA-OREGON"",""750 ML"",,80,6,24.95,08/01/2020"
"""1799B"",,""BELOW DECK SPICED RUM"",""750 ML"",,80,12,23.95,08/01/2020"
"""1799F"",""@"",""BELOW DECK SPICED RUM"",""50 ML"",,80,120,2.00,08/01/2020"
"""1807B"",,""ROGUE FARMS OREGON SINGLE MALT VODKA"",""750 ML"",,80,12,34.95,08/01/2020"
"""1813B"",,""CHILA ORCHATA CINNAMON CREAM RUM(RUM BS)"",""750 ML"",,28,12,15.95,08/01/2020"
"""1879B"",""$"",""JACK DANIEL'S WINTER JACK"",""750 ML"",,30,12,15.95,08/01/2020"
"""1884B"",,""2 GINGERS IRISH WHISKEY"",""750 ML"",,80,12,15.95,08/01/2020"
"""1889B"",,""JIM BEAM HONEY"",""750 ML"",,65,12,17.95,08/01/2020"
"""1889H"",""@"",""JIM BEAM HONEY"",""1.75 L"",,65,6,37.95,08/01/2020"
"""1891B"",,""OREGON MARIONBERRY WHISKEY"",""750 ML"",,60,12,24.95,08/01/2020"
"""1892B"",,""MOUNT GAY BLACK BARREL BARBADOS RUM"",""750 ML"",,86,6,42.95,08/01/2020"
"""1897B"",,""LAGAVULIN MALT SCOTCH 12 YR"",""750 ML"",""12 YRS"",112,6,139.95,08/01/2020"
"""1902B"",,""E.H. TAYLOR SMALL BATCH STRAIGHT KENTCKY"",""750 ML"",,100,6,44.95,08/01/2020"
"""1907B"",""@"",""VIVACITY TURKISH COFFEE LIQUEUR (OREGON)"",""750 ML"",,50,12,34.00,08/01/2020"
"""1907F"",,""VIVACITY TURKISH COFFEE LIQUEUR (OREGON)"",""50 ML"",,50,96,4.00,08/01/2020"
"""1908B"",,""FORDS LONDON DRY DISTILLED GIN"",""750 ML"",,90,6,26.95,08/01/2020"
"""1932B"",,""NEW AMSTERDAM COCONUT VODKA"",""750 ML"",,70,12,9.95,08/01/2020"
"""1935B"",,""JAMESON SELECT RESERVE IRISH WHISKEY"",""750 ML"",,80,12,39.95,08/01/2020"
"""1955B"",""@"",""ROGUE DEAD GUY GLOW STRAIGHT WHISKEY-OR"",""750 ML"",,80,12,40.25,08/01/2020"
"""1960B"",,""FLEISCHMANN'S VODKA TRAVELER"",""750 ML"",,80,12,5.95,08/01/2020"
"""1961B"",,""WILD ROOTS RASPBERRY VODKA"",""750 ML"",,70,12,24.95,08/01/2020"
"""1961E"",""@"",""WILD ROOTS RASPBERRY VODKA"",""375 ML"",,70,12,14.95,08/01/2020"
"""1976B"",,""CRATER LAKE RYE WHISKEY"",""750 ML"",,80,6,29.95,08/01/2020"
"""1976E"",""@"",""CRATER LAKE RYE WHISKEY"",""375 ML"",,80,12,14.95,08/01/2020"
"""1976F"",""@"",""CRATER LAKE RYE WHISKEY"",""50 ML"",,80,96,2.00,08/01/2020"
"""1981B"",""$"",""PINNACLE VODKA W/3 50ML'S"",""750 ML"",,80,6,9.95,08/01/2020"
"""2001B"",,""HENNESSY VSOP"",""750 ML"",,80,12,59.95,08/01/2020"
"""2001E"",,""HENNESSY VSOP"",""375 ML"",,80,12,27.95,08/01/2020"
"""2003B"",,""MT.GAY ECLIPSE DARK"",""750 ML"",,80,12,21.95,08/01/2020"
"""2004B"",,""METAXA SEVEN STAR GREEK SPECIALTY LIQUER"",""750 ML"",,80,12,26.45,08/01/2020"
"""2005B"",,""WILD TURKEY AMERICAN HONEY"",""750 ML"",,60,12,24.95,08/01/2020"
"""2005H"",,""WILD TURKEY AMERICAN HONEY"",""1.75 L"",,60,6,39.95,08/01/2020"
"""2008B"",,""RUMPLE MINZE PEPPERMINT SCHNAPPS"",""750 ML"",,100,12,23.95,08/01/2020"
"""2008E"",,""RUMPLE MINZE PEPPERMINT SCHNAPPS"",""375 ML"",,100,12,13.95,08/01/2020"
"""2008F"",,""RUMPLE MINZE PEPPERMINT SCHNAPPS"",""50 ML"",,100,120,3.00,08/01/2020"
"""2009B"",,""JEREMIAH WEED"",""750 ML"",,100,12,17.45,08/01/2020"
"""2013B"",,""STEIN SEVEN DEVILS DK BOURBON BARREL AGED RUM"",""750 ML"",,80,12,25.00,08/01/2020"
"""2014B"",,""SOUTHERN COMFORT 70 (WAS 76 PROOF)"",""750 ML"",,70,12,12.95,08/01/2020"
"""2015B"",,""STEIN SEVEN DEVILS DARK RYE WHISKEY BARREL AGED RUM"",""750 ML"",,80,12,25.00,08/01/2020"
"""2017B"",,""BOLS ORANGE"",""750 ML"",,60,12,10.95,08/01/2020"
"""2018B"",,""COURVOISIER VSOP"",""750 ML"",,80,12,39.95,08/01/2020"
"""2019B"",,""CHAMBORD LIQUEUR ROYALE"",""750 ML"",,33,12,33.95,08/01/2020"
"""2019F"",,""CHAMBORD LIQUEUR ROYALE"",""50 ML"",,33,72,3.00,08/01/2020"
"""2020B"",,""MONKEY SHOULDER BLENDED MALT SCOTCH WHSK"",""750 ML"",,86,6,33.95,08/01/2020"
"""2020H"",""@"",""MONKEY SHOULDER BLENDED MALT SCOTCH WHSK"",""1.75 L"",,86,6,59.95,08/01/2020"
"""2021A"",,""JAGERMEISTER"",""LITER"",,70,12,29.95,08/01/2020"
"""2021B"",,""JAGERMEISTER"",""750 ML"",,70,12,26.95,08/01/2020"
"""2021D"",,""JAGERMEISTER"",""200 ML"",,70,48,8.95,08/01/2020"
"""2021E"",,""JAGERMEISTER"",""375 ML"",,70,24,11.95,08/01/2020"
"""2021F"",,""JAGERMEISTER"",""50 ML"",,70,120,3.00,08/01/2020"
"""2021H"",,""JAGERMEISTER"",""1.75 L"",,70,6,45.95,08/01/2020"
"""2025B"",,""PEDRO DOMECQ PRESIDENTE"",""750 ML"",,80,12,19.95,08/01/2020"
"""2026B"",,""ROMANA SAMBUCA"",""750 ML"",,84,12,24.95,08/01/2020"
"""2027B"",,""BRITISH NAVY PUSSER'S 84 PROOF RUM"",""750 ML"",,84,6,26.95,08/01/2020"
"""2028B"",,""BOULARD CALVADOS GRAND SOLAGE (GR FINE)"",""750 ML"",,80,6,44.95,08/01/2020"
"""2029B"",,""CHERRY HEERING"",""750 ML"",,48,6,29.95,08/01/2020"
"""2031B"",,""SUNTORY MIDORI MELON"",""750 ML"",,40,12,22.95,08/01/2020"
"""2032B"",,""P DOMECQ FUNDADOR SPECIAL"",""750 ML"",,80,12,21.95,08/01/2020"
"""2036B"",,""PEDRO DOMECQ DON PEDRO RESERVA ESPECIAL"",""750 ML"",,80,12,19.95,08/01/2020"
"""2039B"",,""LAIRDS APPLEJACK"",""750 ML"",""4 YRS"",80,12,21.95,08/01/2020"
"""2041B"",,""CLEAR CREEK GRAPPA GRAPE BRANDY"",""750 ML"",,80,6,44.95,08/01/2020"
"""2041E"",,""CLEAR CREEK GRAPPA GRAPE BRANDY"",""375 ML"",,80,12,27.95,08/01/2020"
"""2041F"",,""CLEAR CREEK GRAPPA GRAPE BRANDY"",""50 ML"",,80,120,5.00,08/01/2020"
"""2044A"",,""KETEL ONE DUTCH VODKA"",""LITER"",,80,12,30.95,08/01/2020"
"""2044B"",,""KETEL ONE DUTCH VODKA"",""750 ML"",,80,12,26.95,08/01/2020"
"""2044E"",,""KETEL ONE DUTCH VODKA"",""375 ML"",,80,12,13.95,08/01/2020"
"""2044F"",,""KETEL ONE DUTCH VODKA"",""50 ML"",,80,120,2.75,08/01/2020"
"""2044H"",,""KETEL ONE DUTCH VODKA"",""1.75 L"",,80,6,46.95,08/01/2020"
"""2046B"",,""GLENLIVET FRENCH OAK RESERVE 15 YEAR"",""750 ML"",""15 YRS"",80,6,77.95,08/01/2020"
"""2048B"",,""MACALLAN 12 YEAR"",""750 ML"",""12 YRS"",86,12,74.95,08/01/2020"
"""2049B"",,""GLENMORANGIE SINGLE MALT 10 YEAR SCOTCH"",""750 ML"",""10 YRS"",86,6,39.95,08/01/2020"
"""2049H"",,""GLENMORANGIE SINGLE MALT 10 YEAR SCOTCH"",""1.75 L"",""10 YRS"",86,4,85.00,08/01/2020"
"""2050B"",,""HENNESSY X O"",""750 ML"",,80,12,199.95,08/01/2020"
"""2050E"",""@"",""HENNESSY X O"",""375 ML"",,80,12,99.95,08/01/2020"
"""2051B"",,""REMY MARTIN XO EXCELLENCE"",""750 ML"",,80,12,199.95,08/01/2020"
"""2054B"",,""RHUM BARBANCOURT 3 STAR 4 YEAR OAK AGED"",""750 ML"",,86,12,21.95,08/01/2020"
"""2058B"",,""JP WISER'S TRIPLE BARREL 90PF RYE"",""750 ML"",,90,12,17.95,08/01/2020"
"""2061B"",,""RED ISLAND SPICED RUM"",""750 ML"",,70,12,19.95,08/01/2020"
"""2066B"",,""BUSHMILLS BLACK"",""750 ML"",,80,12,34.95,08/01/2020"
"""2067B"",,""TULLAMORE DEW 12 YEAR IRISH WHISKEY"",""750 ML"",""12 YRS"",80,6,42.95,08/01/2020"
"""2068B"",,""BOLS ELDER FLOWER"",""750 ML"",,48,6,12.95,08/01/2020"
"""2069B"",,""HUSSONGS 100% REPOSADO TEQUILA"",""750 ML"",,80,6,41.95,08/01/2020"
"""2071B"",,""WHALERS RARE RESERVE FLAVORED RUM"",""750 ML"",,80,12,9.95,08/01/2020"
"""2076B"",,""ABSOLUT CITRON"",""750 ML"",,80,12,19.95,08/01/2020"
"""2076D"",,""ABSOLUT CITRON"",""200 ML"",,80,24,4.95,08/01/2020"
"""2076E"",,""ABSOLUT CITRON"",""375 ML"",,80,24,9.95,08/01/2020"
"""2076F"",,""ABSOLUT CITRON"",""50 ML"",,80,120,2.00,08/01/2020"
"""2076H"",,""ABSOLUT CITRON"",""1.75 L"",,80,6,46.95,08/01/2020"
"""2078B"",,""ABSOLUT PEPPER"",""750 ML"",,80,12,19.95,08/01/2020"
"""2079B"",,""STOLICHNAYA CITROS"",""750 ML"",,70,12,24.95,08/01/2020"
"""2081B"",,""MARTELL VSOP"",""750 ML"",,80,12,41.95,08/01/2020"
"""2096B"",,""WHITE CHRISTMAS RUM & BRANDY LIQUEUR"",""750 ML"",,60,12,12.55,08/01/2020"
"""2098B"",,""SAUZA TRES GENERACIONES ANEJO GOLD TEQ"",""750 ML"",,80,6,41.95,08/01/2020"
"""2099B"",,""SAUZA COMMEMORATIVO"",""750 ML"",,80,12,17.95,08/01/2020"
"""2100B"",,""SAUZA TRES GENERACIONES PLATA WHITE"",""750 ML"",,80,6,36.95,08/01/2020"
"""2101B"",,""SAUZA TRES GENERACIONES REPOSADO GLD TEQ"",""750 ML"",,80,6,36.95,08/01/2020"
"""2108B"",,""MARASKA SLIVOVITZ PLUM"",""750 ML"",""8 YRS"",80,6,27.00,08/01/2020"
"""2114A"",,""MAKER'S MARK"",""LITER"",,90,12,31.95,08/01/2020"
"""2114B"",,""MAKER'S MARK"",""750 ML"",,90,12,29.95,08/01/2020"
"""2114D"",,""MAKER'S MARK"",""200 ML"",,90,24,9.95,08/01/2020"
"""2114E"",,""MAKER'S MARK"",""375 ML"",,90,12,13.95,08/01/2020"
"""2114H"",,""MAKER'S MARK"",""1.75 L"",,90,6,54.95,08/01/2020"
"""2115B"",,""BOOKER'S"",""750 ML"",""8 YRS"",125,6,89.95,08/01/2020"
"""2116B"",""@"",""CALUMET FARM BOURBON WHISKEY"",""750 ML"",,86,6,59.95,08/01/2020"
"""2117B"",,""BIRD DOG MAPLE WHISKEY"",""750 ML"",,80,6,15.95,08/01/2020"
"""2123B"",,""CASAMIGOS REPOSADO TEQUILA"",""750 ML"",,80,6,54.95,08/01/2020"
"""2123F"",,""CASAMIGOS REPOSADO TEQUILA"",""50 ML"",,80,60,4.50,08/01/2020"
"""2123H"",,""CASAMIGOS REPOSADO TEQUILA"",""1.75 L"",,80,3,114.95,08/01/2020"
"""2125B"",,""HERRADURA REPOSADO"",""750 ML"",,80,6,44.95,08/01/2020"
"""2126B"",,""HERRADURA SILVER"",""750 ML"",,80,6,46.95,08/01/2020"
"""2132B"",,""LAPHROAIG 10 YR SINGLE MALT"",""750 ML"",""10 YRS"",86,12,61.95,08/01/2020"
"""2134B"",,""BOLS BLUE"",""750 ML"",,60,12,10.95,08/01/2020"
"""2145B"",,""WOODFORD RESERVE MC CHOC MALTED RYE"",""750 ML"",,90,6,127.95,08/01/2020"
"""2147B"",,""DALMORE SINGLE MALT SCOTCH 12 YEAR"",""750 ML"",""12 YRS"",86,6,69.95,08/01/2020"
"""2149B"",,""ORIGINAL OLDBURY SHEEP DIP HIGHLAND MALT"",""750 ML"",""8 YRS"",80,6,39.95,08/01/2020"
"""2155B"",,""WILD ROOTS MARIONBERRY VODKA"",""750 ML"",,70,12,24.95,08/01/2020"
"""2155E"",""@"",""WILD ROOTS MARIONBERRY VODKA"",""375 ML"",,70,12,14.95,08/01/2020"
"""2156B"",,""BARENJAGER HONEY LIQUEUR"",""750 ML"",,70,6,28.95,08/01/2020"
"""2157B"",,""WILD TURKEY RARE BREED"",""750 ML"",,117,6,42.95,08/01/2020"
"""2160B"",,""EAGLE RARE SINGLE BARREL 10 YEAR BOURBON"",""750 ML"",""10 YRS"",90,6,31.95,08/01/2020"
"""2160E"",,""EAGLE RARE SINGLE BARREL 10 YEAR BOURBON"",""375 ML"",""10 YRS"",90,12,18.95,08/01/2020"
"""2160H"",,""EAGLE RARE SINGLE BARREL 10 YEAR BOURBON"",""1.75 L"",""10 YRS"",90,3,64.95,08/01/2020"
"""2162B"",,""BAKER'S STRAIGHT BOURBON"",""750 ML"",""7 YRS"",107,6,64.95,08/01/2020"
"""2163B"",,""KNOB CREEK STRAIGHT BOURBON"",""750 ML"",""9 YRS"",100,6,34.95,08/01/2020"
"""2163E"",,""KNOB CREEK STRAIGHT BOURBON"",""375 ML"",""9 YRS"",100,12,17.95,08/01/2020"
"""2163F"",,""KNOB CREEK STRAIGHT BOURBON"",""50 ML"",""9 YRS"",100,60,6.00,08/01/2020"
"""2163H"",,""KNOB CREEK STRAIGHT BOURBON"",""1.75 L"",""9 YRS"",100,6,74.95,08/01/2020"
"""2164B"",,""BASIL HAYDEN'S STRAIGHT BOURBON"",""750 ML"",,80,6,39.95,08/01/2020"
"""2164E"",,""BASIL HAYDEN'S STRAIGHT BOURBON"",""375 ML"",,80,12,24.95,08/01/2020"
"""2164H"",""@"",""BASIL HAYDEN'S STRAIGHT BOURBON"",""1.75 L"",,80,6,79.95,08/01/2020"
"""2165B"",,""WILD TURKEY KENTUCKY SPIRIT SINGLE BARRL"",""750 ML"",,101,6,59.95,08/01/2020"
"""2169B"",,""JACK DANIEL'S SINGLE BARREL (WAS DECNTR)"",""750 ML"",,94,6,39.95,08/01/2020"
"""2169E"",,""JACK DANIEL'S SINGLE BARREL (WAS DECNTR)"",""375 ML"",,94,12,19.95,08/01/2020"
"""2170B"",,""BLANTON'S KENTUCKY SINGLE BARREL BOURBON"",""750 ML"",,93,6,59.95,08/01/2020"
"""2170F"",,""BLANTON'S KENTUCKY SINGLE BARREL BOURBON"",""50 ML"",,93,60,7.50,08/01/2020"
"""2176B"",,""SEAGRAM CROWN ROYAL RESERVE"",""750 ML"",,80,12,47.95,08/01/2020"
"""2176H"",,""SEAGRAM CROWN ROYAL RESERVE"",""1.75 L"",,80,6,87.95,08/01/2020"
"""2177B"",,""GODIVA CHOCOLATE LIQUEUR"",""750 ML"",,34,12,28.95,08/01/2020"
"""2182B"",,""CANADIAN HUNTER RYE"",""750 ML"",,90,12,8.95,08/01/2020"
"""2183B"",""@"",""ONE-EYED JON"",""750 ML"",,70,12,29.95,08/01/2020"
"""2183F"",,""ONE-EYED JON"",""50 ML"",,70,96,2.00,08/01/2020"
"""2185B"",,""TALISKER STORM SINGLE MALT SCOTCH WHISKY"",""750 ML"",,92,6,59.95,08/01/2020"
"""2186B"",,""CROWN ROYAL XO"",""750 ML"",,80,12,49.95,08/01/2020"
"""2187B"",,""JOHNNIE WALKER GOLD RES. LTD"",""750 ML"",,80,6,64.95,08/01/2020"
"""2193B"",,""BARBAROSSA SILVER RUM"",""750 ML"",,80,12,6.95,08/01/2020"
"""2194B"",,""BARBAROSSA GOLD RUM"",""750 ML"",,80,12,6.95,08/01/2020"
"""2203B"",,""BOWMAN BROTHERS WHISKEY"",""750 ML"",,90,6,30.95,08/01/2020"
"""2204B"",,""BUCHANAN DELUXE  SCOTCH"",""750 ML"",""12 YRS"",80,12,39.95,08/01/2020"
"""2204H"",,""BUCHANAN DELUXE  SCOTCH"",""1.75 L"",""12 YRS"",80,6,66.95,08/01/2020"
"""2206B"",,""WILD TURKEY"",""750 ML"",,81,12,24.95,08/01/2020"
"""2208B"",,""GLENDRONACH 12 YEAR SINGLE MALT SCOTCH"",""750 ML"",""12 YRS"",80,6,59.95,08/01/2020"
"""2209B"",,""JOHNNIE WALKER BLUE"",""750 ML"",,80,6,234.95,08/01/2020"
"""2209F"",,""JOHNNIE WALKER BLUE"",""50 ML"",,80,72,19.75,08/01/2020"
"""2210B"",,""GLENKINCHIE 12 YEAR"",""750 ML"",""12 YRS"",86,12,71.95,08/01/2020"
"""2211B"",,""HIGHLAND PARK 12YR VIKING HONOUR"",""750 ML"",""12 YRS"",86,6,54.95,08/01/2020"
"""2212B"",,""LAPHROAIG 15 YEAR"",""750 ML"",""15 YRS"",86,6,112.95,08/01/2020"
"""2213B"",,""APPLETON ESTATE RARE BLEND 12 YEAR"",""750 ML"",""12 YRS"",86,6,39.95,08/01/2020"
"""2215B"",,""ASBACH URALT GERMAN"",""750 ML"",,80,6,32.45,08/01/2020"
"""2217B"",,""GOSLING BLACK SEAL 80 PROOF"",""750 ML"",,80,12,15.95,08/01/2020"
"""2218B"",,""GRAN GALA ORANGE LIQUEUR"",""750 ML"",,80,12,19.95,08/01/2020"
"""2218H"",,""GRAN GALA ORANGE LIQUEUR"",""1.75 L"",,80,6,37.95,08/01/2020"
"""2219B"",,""CORRALEJO ANEJO GOLD TEQUILA"",""750 ML"",,80,6,38.95,08/01/2020"
"""2221B"",,""SKYY INFUSIONS-GEORGIA PEACH"",""750 ML"",,70,12,16.95,08/01/2020"
"""2226B"",,""CRUZAN ESTATE DIAMOND LIGHT"",""750 ML"",,80,6,19.95,08/01/2020"
"""2228B"",,""CRUZAN ESTATE DIAMOND DARK"",""750 ML"",,80,6,19.95,08/01/2020"
"""2231B"",,""HARD TIMES BLUE COLLAR VODKA"",""750 ML"",,80,12,14.95,08/01/2020"
"""2241B"",,""WOODFORD RES. DBL OAK BTB"",""750 ML"",,90,6,51.95,08/01/2020"
"""2244B"",,""SIN CITY CANADIAN WHISKY"",""750 ML"",,70,12,31.95,08/01/2020"
"""2245B"",""@"",""HARD TIMES APPLESHINE MOON SHINE"",""750 ML"",,75,12,27.95,08/01/2020"
"""2260B"",""@"",""VINN WHISKEY"",""750 ML"",,86,12,49.95,08/01/2020"
"""2261B"",,""BLUE CHAIR BAY COCONUT RUM"",""750 ML"",,53,12,16.95,08/01/2020"
"""2282B"",,""CAPT. MORGAN WHITE RUM"",""750 ML"",,80,12,14.95,08/01/2020"
"""2282H"",,""CAPT. MORGAN WHITE RUM"",""1.75 L"",,80,6,29.95,08/01/2020"
"""2292B"",,""HORNITOS BLACK BARREL"",""750 ML"",,80,12,32.95,08/01/2020"
"""2296B"",,""ROLLING RIVER SPIRITS VODKA"",""750 ML"",,80,12,21.95,08/01/2020"
"""2297B"",,""SPIRITOPIA GINGER LIQUEUR"",""750 ML"",,52,12,29.95,08/01/2020"
"""2297E"",,""SPIRITOPIA GINGER LIQUEUR"",""375 ML"",,52,12,19.95,08/01/2020"
"""2300B"",,""LUNAZUL PRIMERO ANEJO TEQUILA"",""750 ML"",,80,6,29.95,08/01/2020"
"""2301B"",,""CASAMIGOS BLANCO TEQUILA"",""750 ML"",,80,6,49.95,08/01/2020"
"""2301F"",,""CASAMIGOS BLANCO TEQUILA"",""50 ML"",,80,60,4.00,08/01/2020"
"""2301H"",,""CASAMIGOS BLANCO TEQUILA"",""1.75 L"",,80,3,104.95,08/01/2020"
"""2302B"",,""SVEDKA STRAWBERRY LEMONADE"",""750 ML"",,70,12,12.95,08/01/2020"
"""2302H"",,""SVEDKA STRAWBERRY LEMONADE"",""1.75 L"",,70,6,24.95,08/01/2020"
"""2303B"",,""SVEDKA MANGO PINEAPPLE"",""750 ML"",,70,12,12.95,08/01/2020"
"""2303H"",""@"",""SVEDKA MANGO PINEAPPLE"",""1.75 L"",,70,6,24.95,08/01/2020"
"""2305E"",,""TWISTED SHOTZ PARTY PACK"",""375 ML"",,40,6,19.95,08/01/2020"
"""2315B"",,""SIPSMITH DRY LONDON GIN"",""750 ML"",,83,6,38.95,08/01/2020"
"""2317B"",,""DEEP EDDY VODKA"",""750 ML"",,80,12,19.95,08/01/2020"
"""2318B"",,""DEEP EDDY RUBY RED GRAPEFRUIT"",""750 ML"",,70,12,16.95,08/01/2020"
"""2318H"",,""DEEP EDDY RUBY RED GRAPEFRUIT"",""1.75 L"",,70,6,31.95,08/01/2020"
"""2320H"",,""JOSE CUERVO WHITE PEACH LITE MARGARITA"",""1.75 L"",,20,6,17.95,08/01/2020"
"""2321B"",,""THREE OLIVES COCONUT WATER VODKA"",""750 ML"",,70,12,17.95,08/01/2020"
"""2326B"",,""BACARDI MANGO FUSION"",""750 ML"",,70,12,12.95,08/01/2020"
"""2336B"",,""JACK DANIEL'S TENNESSEE FIRE"",""750 ML"",,70,12,19.95,08/01/2020"
"""2336E"",,""JACK DANIEL'S TENNESSEE FIRE"",""375 ML"",,70,24,14.95,08/01/2020"
"""2336F"",,""JACK DANIEL'S TENNESSEE FIRE"",""50 ML"",,70,120,1.50,08/01/2020"
"""2336H"",,""JACK DANIEL'S TENNESSEE FIRE"",""1.75 L"",,70,6,44.95,08/01/2020"
"""2339B"",""@"",""ROLLING RIVER SPIRITS GIN"",""750 ML"",,84,12,26.50,08/01/2020"
"""2340B"",""@"",""BIG GIN BARRELED BOURBON"",""750 ML"",,94,6,29.95,08/01/2020"
"""2341B"",,""BIG GIN"",""750 ML"",,94,12,26.95,08/01/2020"
"""2341F"",,""BIG GIN"",""50 ML"",,94,120,1.50,08/01/2020"
"""2342B"",,""STILLWAGON DEVILS OWN WICKED RUM"",""750 ML"",,155,12,41.50,08/01/2020"
"""2343B"",,""STILLWAGON DEVILS OWN RUM"",""750 ML"",,110,12,29.95,08/01/2020"
"""2344B"",,""MICHTER'S US1 SOUR MASH WHISKEY"",""750 ML"",,86,6,46.45,08/01/2020"
"""2345B"",,""MICHTER'S SMALL BATCH BOURBON"",""750 ML"",,91,6,46.95,08/01/2020"
"""2347B"",,""44 NORTH IDAHO POTATO VODKA"",""750 ML"",,80,12,26.95,08/01/2020"
"""2348B"",,""44 NORTH SUNNYSLOPE NECTARINE VODKA"",""750 ML"",,80,12,26.95,08/01/2020"
"""2350B"",""@"",""BARREL ROOM RUM"",""750 ML"",,92,12,34.95,08/01/2020"
"""2350E"",,""BARREL ROOM RUM"",""375 ML"",,92,24,16.95,08/01/2020"
"""2353B"",,""ANCHO REYES LIQUEUR"",""750 ML"",,80,6,29.95,08/01/2020"
"""2361B"",,""GREEN SPOT IRISH WHISKEY"",""750 ML"",,80,6,69.95,08/01/2020"
"""2362B"",,""BULL RUN AMERICAN WHISKEY"",""750 ML"",,82,12,32.95,08/01/2020"
"""2362F"",,""BULL RUN AMERICAN WHISKEY"",""50 ML"",,82,90,5.00,08/01/2020"
"""2363B"",,""CRESCENDO ORANGE"",""750 ML"",,56,12,19.95,08/01/2020"
"""2364B"",,""CRESCENDO LIME"",""750 ML"",,56,12,19.95,08/01/2020"
"""2365B"",,""CRESCENDO LIMONCELLO"",""750 ML"",,56,12,19.95,08/01/2020"
"""2366B"",,""CANADIAN RICH & RARE CARAMEL"",""750 ML"",,80,12,8.95,08/01/2020"
"""2367B"",,""TEELING IRISH WHISKEY SMALL BATCH"",""750 ML"",,92,6,39.95,08/01/2020"
"""2368B"",,""BELVEDERE MANGO PASSION"",""750 ML"",,80,6,31.95,08/01/2020"
"""2372B"",,""JEFFERSON'S OCEAN AGED AT SEA"",""750 ML"",,90,6,87.95,08/01/2020"
"""2373B"",,""RED BREAST 21 YR IRISH WHI"",""750 ML"",""21 YRS"",92,3,349.95,08/01/2020"
"""2375B"",,""BLACK SADDLE 12 YR BOURBON"",""750 ML"",""12 YRS"",90,6,44.95,08/01/2020"
"""2383B"",""@"",""AZUNIA ANEJO BLACK"",""750 ML"",,80,6,109.95,08/01/2020"
"""2387B"",,""GEORGE DICKEL 9 YR HAND SELECTED BARREL"",""750 ML"",""9 YRS"",103,12,44.95,08/01/2020"
"""2393B"",""@"",""BAR PILOT VODKA"",""750 ML"",,80,12,28.00,08/01/2020"
"""2394B"",""@"",""PAINTED LADY GIN"",""750 ML"",,90,12,24.95,08/01/2020"
"""2394F"",""@"",""PAINTED LADY GIN"",""50 ML"",,90,120,3.75,08/01/2020"
"""2398B"",""@"",""ZIRCON AZUL REPOSADO"",""750 ML"",,80,12,28.60,08/01/2020"
"""2400B"",""@"",""PRAIRIE ORGANIC GIN"",""750 ML"",,80,12,22.95,08/01/2020"
"""2401B"",,""PRAIRIE ORGANIC CUCUMBER VODKA"",""750 ML"",,140,12,22.95,08/01/2020"
"""2403B"",,""PORT CHARLOTTE 10 YEAR"",""750 ML"",,100,6,64.95,08/01/2020"
"""2405B"",""@"",""CINERATOR"",""750 ML"",,91,12,18.95,08/01/2020"
"""2416B"",""@"",""BIG BOTTOM DELTA RYE 111 PF"",""750 ML"",,111,12,44.95,08/01/2020"
"""2420D"",,""JOHNNIE WALKER COLLECTION PACK"",""200 ML"",,80,6,119.95,08/01/2020"
"""2445B"",,""TIN CUP WHISKEY"",""750 ML"",,84,12,27.95,08/01/2020"
"""2445H"",,""TIN CUP WHISKEY"",""1.75 L"",,84,6,58.95,08/01/2020"
